4.0,580,1049,10.2,969.6,78,120,1.5,0.0,0
2.2,641,1188,8.5,969.1,83,38,2.2,0.0,0
2.1,641,1182,8.4,968.8,82,88,2.5,0.0,0
1.9,626,1182,8.1,968.2,80,92,2.6,0.0,0
3.6,641,1198,8.8,965.9,84,333,0.3,0.0,0
2.7,641,1182,7.6,966.8,96,81,0.6,0.0,0
5.4,641,1182,9.1,967.3,92,257,2.2,0.0,0
2.0,565,1033,8.3,967.9,96,11,0.7,0.0,0
6.8,381,766,14.1,963.5,63,53,1.1,0.0,0
4.7,473,862,9.3,964.2,88,156,0.8,0.0,0
5.1,657,1220,10.7,961.1,87,281,0.7,0.0,0
4.5,626,1150,9.5,964.6,99,298,0.8,0.0,0
6.9,611,1108,11.6,967.4,86,281,2.6,0.0,0
4.6,657,1209,9.9,970.7,99,0,0.0,0.1,0
4.7,641,1172,11.0,972.0,89,9,1.0,0.0,0
1.5,611,1140,8.0,973.5,97,186,0.7,1.7,0
2.5,626,1182,8.7,972.2,95,267,0.9,0.1,0
0.8,626,1166,8.2,973.5,97,77,1.0,1.2,0
0.2,641,1166,7.3,974.2,98,93,2.6,1.2,0
0.3,626,1172,5.8,973.1,91,57,2.2,0.6,0
0.6,626,1156,5.6,972.3,91,77,1.0,0.0,0
1.9,611,1150,7.2,970.0,85,50,1.5,0.0,0
1.4,657,1193,6.0,970.5,97,94,1.1,0.0,0
2.5,626,1177,8.3,971.2,87,333,1.0,0.0,0
11.3,534,996,19.0,966.3,44,225,2.3,0.0,0
4.1,565,1060,7.7,971.7,97,101,1.4,0.0,0
6.5,105,568,9.1,968.8,87,181,0.3,0.0,0
7.3,442,830,11.5,967.8,84,91,0.7,0.0,0
6.7,473,857,10.6,970.3,93,97,1.2,0.0,0
6.6,396,729,10.2,969.1,94,272,0.5,0.0,0
6.5,488,921,10.1,969.2,95,120,1.5,0.0,0
6.6,687,1268,12.0,971.6,92,99,1.3,0.0,0
6.4,687,1273,11.0,976.0,98,276,0.7,0.0,0
7.8,672,1247,12.5,975.1,95,264,0.4,0.0,0
6.5,657,1247,11.6,979.2,98,226,0.9,0.0,0
5.7,657,1220,10.8,978.9,99,266,1.1,0.3,0
8.8,687,1284,16.2,973.7,57,71,2.6,0.0,0
5.2,672,1241,10.8,975.4,79,64,1.0,0.1,0
8.0,687,1289,14.7,972.0,54,205,1.0,0.0,0
5.6,687,1284,9.3,972.8,93,277,0.5,0.0,0
9.1,304,638,16.8,970.2,52,293,1.9,0.0,0
4.3,289,632,7.9,971.6,96,236,1.2,0.0,0
13.6,120,547,19.7,964.0,51,301,1.7,0.0,0
9.2,136,542,12.2,961.6,85,101,1.3,0.0,0
11.8,611,1172,15.7,953.5,92,285,2.7,0.1,0
10.7,672,1289,14.0,967.1,91,79,1.9,0.4,0
8.2,672,1247,11.1,972.4,88,96,2.3,0.0,0
7.6,672,1247,10.7,974.5,90,96,1.9,0.1,0
5.3,657,1214,9.4,977.8,98,88,1.1,0.5,0
3.9,657,1220,8.6,976.0,97,120,1.2,0.0,0
5.9,657,1236,11.0,972.3,77,130,0.7,0.0,0
2.7,657,1220,7.3,972.3,98,45,1.2,0.0,0
12.2,136,542,17.7,966.4,51,354,1.3,0.0,0
10.0,228,563,13.6,969.6,73,240,0.9,0.0,0
12.3,120,547,19.4,964.7,54,29,1.7,0.0,0
10.6,687,1300,15.8,966.3,79,309,3.9,0.7,0
12.7,718,1348,14.9,965.7,80,254,1.5,0.0,0
10.7,703,1311,17.3,964.9,62,104,4.0,0.0,0
8.5,672,1273,12.4,972.8,85,36,0.5,0.0,0
7.2,687,1263,11.1,978.0,96,247,1.4,0.0,0
-0.3,216,521,13.7,971.8,94,315,1.5,0.0,0
-0.4,204,521,13.7,971.8,94,315,1.5,0.0,0
-4.3,105,542,4.2,979.9,96,174,0.7,0.1,0
4.5,626,1220,9.5,974.0,59,73,1.8,0.0,0
4.1,672,1311,8.9,974.1,62,68,2.4,0.0,0
3.6,335,654,8.6,974.1,65,73,0.8,0.0,0
3.1,243,558,8.3,974.1,68,77,0.7,0.0,0
2.4,366,771,7.5,973.1,73,230,0.7,0.0,0
2.0,595,1150,7.4,970.9,73,89,2.6,0.0,0
2.8,657,1236,7.6,969.7,82,0,0.0,0.0,0
2.3,672,1375,6.6,972.1,95,117,1.2,0.0,0
4.0,657,1236,9.7,971.7,79,68,1.2,0.0,0
3.3,657,1241,8.4,976.3,92,338,1.4,0.0,0
2.7,611,1247,7.8,978.1,98,77,1.1,0.4,0
1.2,641,1188,6.7,981.0,90,20,0.4,0.0,0
0.8,626,1172,5.9,983.8,92,91,1.0,0.0,0
0.5,534,1017,5.0,982.2,96,84,0.6,0.0,0
2.1,749,1535,8.1,979.7,60,263,1.1,0.0,0
0.0,779,1652,4.4,981.5,82,4,1.4,0.0,0
-0.8,151,563,2.5,981.9,92,295,1.1,0.0,0
-1.0,197,568,1.8,982.3,94,17,1.2,0.0,0
-1.2,136,563,1.0,982.0,97,34,0.7,0.0,0
-2.5,105,568,0.5,981.6,99,104,1.7,0.0,0
4.6,473,1038,12.1,973.5,44,307,1.2,0.0,0
2.6,733,1497,5.7,974.8,82,155,1.1,0.0,0
2.6,749,1514,5.4,974.5,91,115,0.8,0.0,0
5.6,120,568,10.6,971.2,58,96,1.1,0.0,0
4.8,105,542,9.7,972.1,67,101,1.1,0.0,0
3.4,764,1540,7.7,971.2,85,100,1.9,0.0,0
4.0,151,563,9.1,972.9,80,315,0.5,0.0,0
3.8,151,563,8.1,974.3,88,0,0.0,0.0,0
5.4,151,563,11.1,978.2,71,315,0.8,0.0,0
5.1,136,563,10.0,980.2,83,30,0.8,0.0,0
4.0,120,568,9.0,979.1,90,35,0.5,0.0,0
3.9,105,542,10.5,975.2,48,98,1.5,0.0,0
3.1,105,542,10.2,976.4,47,100,3.2,0.0,0
2.0,626,1188,8.0,976.2,64,127,4.5,0.0,0
2.0,534,1006,6.9,977.5,80,301,0.9,0.0,0
3.5,166,563,7.8,972.5,78,101,0.8,0.0,0
2.7,473,937,6.3,974.2,92,0,0.0,0.0,0
4.8,687,1305,10.4,972.0,75,253,0.5,0.0,0
2.8,641,1193,7.5,973.4,98,70,1.2,0.0,0
3.5,565,1054,8.5,972.0,86,327,0.8,0.0,0
3.0,641,1182,7.0,969.9,97,191,0.7,0.1,0
2.8,641,1188,9.1,974.9,87,3,1.0,0.0,0
2.7,657,1225,7.6,977.5,98,31,1.0,0.0,0
2.6,641,1204,7.8,980.8,95,82,1.6,0.0,0
2.6,641,1204,7.8,980.9,96,123,1.0,0.0,0
2.1,657,1225,6.5,964.7,88,48,0.6,0.0,0
5.4,641,1188,8.5,960.7,83,126,0.8,0.0,0
2.5,626,1161,7.4,972.7,96,241,0.3,0.0,0
4.9,641,1182,11.8,972.5,66,299,0.3,0.0,0
4.0,626,1166,9.4,976.3,89,88,1.0,0.0,0
6.5,657,1220,13.0,970.1,51,221,0.9,0.0,0
2.7,641,1193,6.7,973.2,87,278,0.9,0.0,0
10.6,335,825,18.2,961.1,46,98,2.0,0.0,0
4.5,320,761,7.7,958.5,94,123,1.0,0.0,0
8.1,105,542,14.2,965.2,63,283,2.3,0.0,0
4.3,442,825,9.9,967.7,77,110,2.6,0.0,0
4.5,641,1198,9.3,967.3,74,82,3.8,0.0,0
3.0,519,969,8.2,971.5,74,73,3.8,0.0,0
0.4,488,899,4.9,973.7,68,84,3.8,0.0,0
0.2,565,1054,3.2,975.8,92,101,1.5,0.0,0
0.1,626,1150,2.4,975.3,90,113,1.7,0.0,0
0.0,641,1204,2.6,976.5,88,65,1.2,0.1,0
0.0,641,1188,2.8,977.6,84,73,1.4,0.0,0
0.1,595,1129,3.6,979.5,81,90,0.9,0.0,0
0.2,580,1086,4.2,980.2,77,118,0.8,0.0,0
0.2,534,985,5.0,980.2,73,0,0.0,0.0,0
0.3,488,899,5.3,979.9,68,81,1.4,0.0,0
0.5,519,947,5.8,979.5,66,103,1.5,0.0,0
0.5,473,873,5.2,982.0,72,122,1.0,0.0,0
0.5,473,867,5.0,982.4,77,148,1.1,0.0,0
0.5,473,862,4.3,982.6,85,156,1.0,0.0,0
0.5,488,905,3.6,980.9,90,0,0.0,0.0,0
0.6,488,889,3.8,981.1,94,109,1.0,0.0,0
1.9,473,883,6.5,975.2,78,346,0.6,0.0,0
1.1,488,910,5.6,976.5,86,75,1.1,0.0,0
1.0,503,931,5.2,975.5,93,0,0.0,0.0,0
1.0,488,910,5.1,975.3,95,0,0.0,0.0,0
1.6,473,883,5.3,976.9,95,228,0.6,0.0,0
3.6,473,889,9.6,976.7,71,25,0.6,0.0,0
2.7,442,830,8.1,978.7,84,299,0.5,0.0,0
2.2,427,814,7.1,977.1,92,312,0.5,0.0,0
2.2,442,835,6.7,976.3,95,0,0.0,0.0,0
3.0,335,643,8.8,973.0,72,105,2.2,0.0,0
2.2,488,899,8.0,974.3,74,79,3.5,0.0,0
1.5,350,664,6.3,972.8,86,84,3.0,0.0,0
2.7,350,670,7.5,973.4,75,110,2.2,0.0,0
1.6,641,1198,5.8,977.1,90,174,0.8,0.0,0
1.5,320,622,5.5,975.4,93,93,0.8,0.0,0
1.7,304,600,5.9,976.6,93,118,0.7,0.0,0
2.2,274,568,7.8,972.7,69,93,2.5,0.0,0
1.6,350,675,6.5,975.1,84,87,1.4,0.0,0
1.2,641,1214,5.8,976.4,93,0,0.0,0.0,0
0.7,641,1193,5.5,976.1,95,318,1.2,0.0,0
0.8,641,1193,5.8,976.7,94,25,1.3,0.0,0
1.1,320,622,7.1,972.3,65,115,5.2,0.0,0
0.5,304,616,6.8,974.1,66,113,2.8,0.0,0
0.1,320,616,4.9,974.2,77,93,1.8,0.0,0
0.1,320,627,5.1,970.9,67,94,3.1,0.0,0
0.0,289,584,3.4,972.0,85,133,0.8,0.0,0
0.0,197,542,3.5,971.4,76,123,0.9,0.0,0
-0.3,197,568,3.8,970.3,71,92,2.3,0.0,0
-0.3,197,568,3.3,969.2,77,66,0.9,0.0,0
-0.3,197,568,3.3,968.9,78,65,2.4,0.0,0
0.3,289,579,5.5,969.5,73,294,0.9,0.0,0
0.3,289,584,4.4,969.5,88,65,0.9,0.0,0
1.4,320,638,8.0,969.0,70,209,0.6,0.0,0
0.9,473,883,5.6,971.5,95,81,0.7,0.0,0
2.9,442,846,9.8,972.6,68,62,1.5,0.0,0
2.1,274,579,7.0,975.1,96,68,0.3,0.0,0
3.8,212,542,9.8,975.6,76,307,0.9,0.0,0
1.2,228,547,6.6,973.9,94,37,1.4,0.0,0
3.2,243,558,10.3,971.2,65,101,2.6,0.0,0
0.5,335,659,6.3,974.9,96,104,1.1,0.1,0
1.6,335,664,7.9,974.7,78,89,0.8,0.0,0
0.5,411,761,5.0,974.3,92,78,0.8,0.0,0
2.1,335,654,6.5,974.3,85,159,0.6,0.0,0
4.2,243,558,12.0,970.6,58,56,0.8,0.0,0
3.3,457,846,10.0,967.9,71,57,3.0,0.0,0
3.7,411,787,9.2,969.0,82,278,1.1,0.0,0
2.8,641,1198,7.4,969.6,97,239,0.6,0.2,0
3.7,473,905,9.3,971.6,85,345,0.6,0.0,0
3.3,427,809,8.5,970.7,93,127,0.0,0.0,0
3.0,427,814,9.7,967.8,72,59,2.7,0.0,0
2.3,641,1193,-0.4,709.5,89,211,2.9,0.0,0
3.8,641,1209,-0.7,709.2,89,158,4.0,0.2,0
2.9,641,1209,-5.0,713.1,88,20,1.2,0.0,0
5.1,503,958,-2.6,715.8,41,42,4.0,0.0,0
2.3,488,905,-9.5,716.1,63,351,3.6,0.0,0
8.2,289,622,3.0,711.4,34,359,3.5,0.0,0
5.0,289,616,-6.8,710.3,65,344,2.1,0.0,0
5.6,488,915,6.5,707.5,41,339,3.7,0.0,0
4.9,519,963,-0.4,712.9,62,346,6.8,0.0,0
6.2,519,963,0.7,715.6,48,194,4.2,0.0,0
5.1,549,1033,-2.3,715.9,66,121,1.3,0.0,0
4.7,519,974,-0.1,713.9,47,188,5.7,0.0,0
3.6,488,926,-3.6,715.7,74,340,2.0,0.0,0
1.9,641,1204,1.3,711.7,52,188,7.7,0.0,0
0.4,641,1214,-3.0,713.0,85,162,1.6,0.1,0
1.9,580,1086,4.1,711.3,47,163,2.9,0.0,0
1.4,580,1081,-1.7,714.9,88,159,1.1,0.0,0
6.6,580,1092,2.3,713.4,50,156,2.9,0.0,0
1.9,565,1044,-4.6,717.8,71,327,2.5,0.0,0
6.5,243,718,-1.3,718.5,43,12,2.8,0.0,0
4.8,228,718,-3.5,717.5,57,4,3.1,0.0,0
11.7,105,547,3.9,716.0,26,347,1.2,0.0,0
7.7,105,542,-4.5,717.4,57,11,3.5,0.0,0
7.2,350,702,5.4,713.5,39,23,1.4,0.0,0
7.0,120,542,-2.7,715.7,81,15,1.8,0.0,0
6.8,626,1204,8.3,717.9,25,349,4.9,0.0,0
6.6,626,1182,-2.0,722.5,74,25,1.8,0.0,0
7.6,687,1300,5.4,719.2,40,321,4.4,0.0,0
6.7,641,1220,1.5,723.4,59,155,2.9,0.0,0
6.2,672,1273,-0.5,722.6,66,20,1.9,0.0,0
8.5,641,1230,2.9,717.2,53,158,4.2,0.0,0
5.6,672,1279,-0.1,719.5,71,171,1.9,0.0,0
7.1,703,1321,3.9,718.1,61,172,4.1,0.0,0
5.9,703,1311,-2.3,718.8,84,17,2.6,0.0,0
9.5,136,542,5.2,717.4,44,321,2.4,0.0,0
5.7,120,547,-3.4,719.9,80,11,3.1,0.0,0
10.1,120,547,5.6,712.6,43,340,4.1,0.0,0
9.3,120,547,-0.6,709.5,66,17,1.9,0.0,0
12.2,657,1241,5.0,711.3,52,31,3.9,0.0,0
11.5,641,1220,-0.1,712.6,70,20,3.3,0.0,0
19.4,120,558,9.6,709.4,41,160,5.1,0.0,0
13.1,120,552,1.1,712.3,84,323,3.0,0.0,0
16.3,120,558,6.2,712.7,52,323,5.8,0.0,0
10.9,703,1327,0.4,715.9,89,11,0.3,0.0,0
7.4,580,1102,-1.5,719.1,94,345,2.1,1.6,0
5.5,657,1230,-2.9,720.1,90,324,1.0,0.1,0
5.8,657,1252,0.0,717.8,63,182,3.0,0.0,0
4.1,657,1247,-1.7,718.3,72,174,2.0,0.0,0
6.1,672,1263,3.2,717.0,58,191,1.4,0.0,0
3.6,672,1252,-5.3,719.3,77,309,2.4,0.0,0
12.6,105,547,6.7,716.9,53,177,3.1,0.0,0
9.7,120,542,0.2,717.9,88,20,2.8,0.0,0
12.8,120,547,4.7,715.6,81,357,3.9,0.4,0
11.1,120,547,2.4,717.3,90,160,2.1,0.5,0
14.4,120,552,3.0,718.7,79,155,3.0,0.0,0
9.8,687,1305,-2.2,719.9,88,20,2.3,0.0,0
14.7,120,552,5.4,715.6,30,5,4.3,0.0,0
10.0,120,547,-0.4,715.3,67,20,2.1,0.0,0
18.6,120,558,7.4,716.5,29,28,5.6,0.0,0
13.7,120,552,-1.7,718.3,63,343,3.2,0.0,0
7.3,672,1273,3.2,722.3,63,6,2.0,0.0,0
-0.3,289,627,-1.5,717.7,43,289,1.2,0.0,0
-4.2,136,563,-1.2,717.3,30,352,1.4,0.0,0
-11.3,105,563,-13.6,719.0,67,7,3.2,0.0,0
-4.4,120,563,2.5,715.3,13,342,0.9,0.0,0
-5.6,120,563,2.5,715.3,13,342,0.9,0.0,0
0.1,442,1247,5.8,714.8,16,164,4.7,0.0,0
-2.0,90,568,6.9,712.0,12,162,3.1,0.0,0
-1.6,105,568,8.9,706.6,14,159,4.3,0.0,0
-4.5,105,568,0.4,709.0,37,153,1.8,0.0,0
-7.1,105,568,-2.8,711.8,51,141,2.1,0.0,0
-7.5,105,563,-4.0,712.2,56,155,4.6,0.0,0
-6.3,105,568,-6.8,715.3,85,178,1.0,0.0,0
-0.6,90,568,6.4,711.0,14,163,3.7,0.0,0
-7.6,105,563,-4.9,716.9,61,3,2.0,0.0,0
-5.0,90,568,-1.9,717.0,38,264,1.2,0.0,0
-12.7,90,563,-12.4,721.5,70,327,3.0,0.0,0
-6.5,105,568,-5.2,719.4,21,22,2.9,0.0,0
-14.3,90,563,-15.5,721.3,52,6,2.6,0.0,0
-0.9,105,568,4.1,714.6,13,8,4.0,0.0,0
-10.6,105,563,-9.2,718.7,38,17,3.2,0.0,0
-1.2,105,568,4.5,712.3,18,39,3.9,0.0,0
-4.7,90,568,-4.6,715.4,45,307,0.5,0.0,0
-1.2,90,568,6.9,712.3,16,42,3.3,0.0,0
-4.1,90,568,-1.7,716.3,38,155,1.5,0.0,0
-8.2,90,563,-8.1,719.6,65,352,2.1,0.0,0
-2.1,90,568,0.5,719.0,39,39,3.6,0.0,0
-5.6,105,568,-7.0,719.2,66,39,0.8,0.0,0
-0.5,90,568,3.6,713.0,41,152,5.0,0.0,0
-3.4,90,568,-2.9,716.6,70,138,3.0,0.0,0
-4.4,90,568,-1.3,713.5,56,20,2.2,0.0,0
-5.7,90,563,-3.7,715.6,66,143,2.6,0.0,0
-0.9,105,568,5.1,711.2,34,3,4.6,0.0,0
-5.3,105,568,-5.7,714.3,73,23,2.1,0.0,0
-2.8,90,568,2.7,710.2,36,219,2.0,0.0,0
-5.3,90,563,-2.9,713.2,57,340,2.0,0.0,0
-4.0,105,568,-1.3,715.2,26,20,3.9,0.0,0
-5.3,105,563,-6.9,716.8,48,9,1.6,0.0,0
-4.5,105,568,-1.4,718.6,44,150,3.2,0.0,0
-8.6,90,563,-10.4,718.0,75,20,3.2,0.0,0
-0.6,105,568,3.7,710.4,33,160,2.5,0.0,0
-2.6,90,568,-0.9,709.7,46,8,3.7,0.0,0
-0.4,105,568,4.5,710.2,43,34,3.5,0.0,0
-4.7,90,568,-4.1,714.2,56,45,2.1,0.0,0
-1.2,105,568,6.4,712.2,25,65,2.2,0.0,0
-1.9,105,568,5.2,712.8,31,169,1.1,0.0,0
-1.7,396,841,2.7,714.7,57,163,7.6,0.0,0
-1.9,320,648,2.7,714.7,57,163,7.6,0.0,0
-5.0,166,563,-4.1,717.2,74,138,1.2,0.0,0
-2.5,105,568,2.6,717.1,14,352,3.4,0.0,0
-5.5,151,563,-4.0,717.6,73,163,3.2,0.0,0
-0.9,105,568,4.5,714.1,12,25,1.6,0.0,0
-5.5,105,568,-4.7,716.3,33,17,3.0,0.0,0
2.4,105,568,11.3,708.2,4,11,5.6,0.0,0
-5.1,90,568,-6.2,709.1,42,358,1.3,0.0,0
-1.0,105,568,4.4,710.9,33,164,1.9,0.0,0
-4.8,105,542,-2.7,713.5,61,358,2.4,0.0,0
0.3,105,568,9.1,709.7,13,24,3.8,0.0,0
-3.9,90,568,-4.4,712.1,50,8,1.4,0.0,0
-2.8,105,568,2.2,709.9,50,146,4.5,0.0,0
-3.6,105,568,-4.5,711.8,73,8,3.1,0.0,0
-2.5,105,568,3.6,707.1,36,352,6.5,0.0,0
-3.4,182,542,-1.9,711.8,60,160,2.5,0.0,0
2.0,381,761,7.7,714.8,8,32,4.1,0.0,0
0.6,120,563,6.7,715.1,8,39,3.6,0.0,0
